Review,True Label,Predicted Label
"I thought this to be a pretty good example of a better soft core erotica film. It has a reasonable plot about the madame of a bordello caught up in a police scheme to nab a wealthy crook.<br /><br />Hardcore porn star Chloe Nichole again shows her genuine acting ability. She will occasionally appear in soft core such as ""Body of Love"" and ""Lady Chatterly's Stories. Nicole Hilbig, on the other hand, leaves something to be desired in her role as the female cop.",1,1
"Through the years I've been very much interested in the life of this teenager who left such a profound, indelible mark on the world. My fascination has also been born of fear, as in, could this happen again.<br /><br />And throughout the ensuing years, yes, I fear 'it' continues to happen around us and of course 'it' was happening long before Anne. The 'it' of course is can a so-called civilized society turn on its own or on an innocent country/race/continent and murder citizens in cold blood on the flimsiest of excuses? I leave that question out there.<br /><br />At the beginning of the documentary there is a statement about the leader Adolf Hitler in that the one profound fact about Hitler that is never mentioned was that he was elected democratically and all of the atrocities committed were done as the result of a compliant poodle-press and fear-mongering propaganda played over and over again for a docile population.<br /><br />One of the atrocities was Anne Frank, who put a face to the death camps by the miracle of her diary's survival.<br /><br />Kenneth Brannagh does a wonderful job on the commentary and interviewing, he has that rare gift of minimizing his own persona thus allowing the subjects to speak for themselves.<br /><br />Many new facts and people never before interviewed are brought to life in the meticulous research, which I will not go into here as they add immeasurably to the reality and gut wrenching sorrow of the film.<br /><br />Glenn Close reads selections from the diary and her voice is perfect for the part, she brings a naiveté and freshness to the role.<br /><br />Old childhood friends of Anne's are interviewed at length and her last days before death are well recorded and witnessed along with her vibrant and mischievous personality.<br /><br />This is not to be missed. A wonderful and respectful film about the seldom seen Anne.<br /><br />10 out of 10.",1,1
"Batman Returns is a really dark movie, that shows the Caped Crusader fighting against the Penguin and the sexy Catwoman (I'll get to them later). Michael Keaton acts well as Bruce Wayne, showing he is a good actor. Tim BUrton directs this picture well, and the locations of the movie are impressive. The villains: Danny deVito is menacing as the Penguin. A cruel, yet disturbed man, that had a really hard childhood. But, Michelle Pfeiffer steals the picture. She is the BEST Catwoman ever! She is threatening, and extremely sexy. There's a scene where she kisses Batman the cat way that just heats the movie up. The action scenes are good too, and the ending is dramatic and tragic, probably the best ending of a Batman movie. Tim Burton shows he can manage a Batman movie really well (he already demonstrated this with the first Batman) and also gives Batman a darker nature. So much like him.",1,1
"Can't get much eerier than Flatliners. This deep, dark film had my heart pumping throughout. The lighting is dark and will get you in the mood for a death defying experience, literally. Keifer is in top form as he is today in 24. He's a great actor and he plays a very convincing and shocking role you won't forget for years to come. And what can you say for the rest of the cast? An all-star lineup, Julia is hotter than ever, Will, Oliver, and Kevin light up the stage in this thriller that will keep you gripping your seats. It's a refreshing sight to see a true thriller, with top notch professional actors. You won't regret seeing this 2 hour seat bender. -JL",1,1
"**SPOILERS** Extremely brutal police drama set in San Francisco involving a sting operation that goes terribly wrong. A cop Det. Falon, Sam Elliott,mistakenly and savagely beats to death an undercover policeman Winch, Mike Watson,thinking that he murdered his partner Det. Sam Levinson, Mike Burstyn. A partner who unknowing to Falon was dirty.<br /><br />Getting the lowdown that a group of policemen under his command are dealing drugs by knocking off drug dealers of their cocaine and heroin and then selling it back to them Captain Delgoti, Paul Sorvino, sets up a number of sting operations in his precinct with one of the cops targeted being Det. Levinson. Levinson's partner Det. Falon who's as honest as the day is long has no idea of Levinson's corruption. When Det. Falon find's his partner Det. Levinson stabbed to death outside a bar, were they were at drinking the night away, he goes nuts and attacks and beats to death the man on the scene Winch. Winch who was not responsible for Levinson's murder was in fact there to get him to turn and gives up the names of his fellow drug-dealing corrupt cops.<br /><br />With the help of striper and girlfriend Sally, Mimi Craven, Falon has Winch's body put in a car and drives down to the docks dumping it in San Francisco Bay feeling that the ""cop killer"" got just what he deserved. What Falon doesn't know is that the two cops later put on the case of Leinson's murder Holloway & Orlanski, Dan Lauria & Richard Gilliland, were the one's who murdered him.<br /><br />It's not until much later that Falon realizes that his partner was dirty when he was assigned together with rookie detective Michael Murrow, Esai Morales, on the Winch case and tries to cover-up his involvement in Winch's death. Falon's new partner senses that he's anything but interested in finding Winch's killer and slowly puts two and two together. <br /><br />The two dirty cops, Holloway & Orlaski, trying to cover up their role in both Levinson murder, whom they killed fearing that he's about to turn evidence on them, as well as their drug dealings. The two crooked cops set up ex-con Jerome Johnson, Perry Moore, by breaking into his apartment and planting drugs there and then, to make it look like a drug hit, brutally murdering him and his wife! This happens right in front of the couples two year old son in one of the most shocking and sickening murders scenes ever put in a movie.<br /><br />Not satisfied with killing Levinson and Johnson, together with his wife, Holloway and Orlanski get to Falon's girlfriend Sally, who was a junkie and being supplied with her drugs by the late Det. Levinson. The two corrupt cops stick a needle in Sally's arm forcing her to overdose not realizing, by sticking the needle in her left arm, that she's left-handed! Which would make it physically impossible and which also alerts Falon, who finds her body, that Sally was in fact murdered and didn't kill herself voluntary or by accident.<br /><br />Falon begins to come to his senses when he's later approached at his old watering hole by Holloway and Orlanski and asked to join them in their drug dealing operation. Falon angrily refuses but now he knows that like his partner the late Sam Levinson that he knows too much and is now a marked man. <br /><br />Meanwhile Det. Murrow, now a lot smarter and wiser, by getting to know what his partner Falon is all about confronts Falon about Winch's death only to get knocked out and cuffed to a sink at the bar that Falon was at. With Falon now smashed from his drinking, but with a full head of steam, goes outside to meet Holloway and Orlanski knowing that no matter what happens he'll end up on the losing end.<br /><br />Tough and uncompromising movie about police corruption with Sam Elliott as the old veteran who thinks he's seen and knows everything about crime and police work but has a lot to learn. Still he overlooks his partners Det. Levinson, whom he worked with for 20 years, secret life as a drug dealer that not only leads to him murdering an innocent man but ending up being killed himself.",1,0
"I purchased this DVD recently and I was totally awed that Rush's songs sound the same as they did when I first listened to them in 1980. The lineup of Geddy Lee, Alex Lifeson and Neil Peart is so talented that I want to listed to them play again and again.<br /><br />Songs I remember like Tom Sawyer, XYZ, The Big Money, The Trees, Freewill, Closer to the Heart, 2112, Limelight, and The Spirit of Radio were played and the 40000 plus fans there singing along and having a great time and I swear over half the audience was under 25!<br /><br />Writers who put down Rush as far as Rush fans like myself are concerned are a bunch of jealous dunderheads who like to taste rancid sour cream mixed with lemonade in a taco.<br /><br />Rush doesn't put on makeup, wear spikes, lip sync,wear lipstick, get in trouble with the law, and have a band member brag about how long they have been unmarried. All they do is entertain!<br /><br />I give this DVD a 100 out of 100.",1,1
"Eaten Alive plays out like a bad rehearsal for the following year's Cannibal Ferox. The characters are universally bland, the locations are criminally under-utilized, there's no attempt to create tension or suspense, the physical effects are either laughably bad or shamelessly stolen from other movies, and the ubiquitous tribal rape scenes are barely worthy of a PG-13. Even the scenes of animal 'cruelty' are more tedious than usual. The only mildly shocking scene involves crazy Jonas, going a bit Goldfinger, wielding a blood soaked dildo; a scene that is just plain bizarre rather than graphic. My beloved wife, she of the 'Romeo and Juliet Collector's Edition', watched this movie without so much as a wince of disgust! And it calls itself a Cannibal movie! All-in-all, a pretty lame effort that thoroughly betrays the Cannibal tradition. Cannibal Ferox, Luci's follow-up, is a far superior example of the genre.",0,0
"If you are a six-year-old boy who's into dinosaurs, you will love this movie. If you are anybody else, you'll be rolling your eyes about every 15 seconds. If you want to start picking on things like the acting, the special effects, the dialogue, or the absence of a coherent plot that makes even the slightest amount of sense, you'll have plenty of material. If all you want is a safe dinosaur fantasy movie for your kid, it will do just fine. That said, there's a lot of kids' entertainment out there that's much smarter, and some of it is even bearable or enjoyable for adults. Unless your child is in an uncompromising dinosaur mood, you're probably better off looking for something else.",0,0
"There is nothing mean spirited or evil about this movie. It's just terribly dull. Dull is the photography--- the film stock appears old and faded and washed-out. Maybe it was even 16mm blown up to 35mm, dunno. Dull is the script, which is tedious and 'Jules Pfeiffer'-ish. That is, kind of 1960s bossa-nova cocktail party cool. Like our beatnik grandparents might have spoken if they were trying to appear really straight. The 'slice-of-life' characters were mostly annoying. True, they were real to life, but hey, if I wanted to see truly ordinary people doing really mundane and ordinary things, I'd just watch myself. I wouldn't trapse all the way down to a cinema and blow five quid, and an evening, watching someone else do it.<br /><br />I expected a funny, bright rom-com. What I got was more like what two intelligent and moderately talented 19 or 20 year-olds might have produced on their first day with a new video camera.<br /><br />I gave this a 4 out 10, because it appears that someone tried, at least.",0,0
"The 3rd and last big screen spin off from the very popular ITV sitcom of the early 1970's,HOLIDAY ON THE BUSES is every bit as resistible and crude as the previous two efforts,and observing from a standpoint three and a half decades later,it is truly mind boggling that even one film was produced in this franchise.<br /><br />What constitutes the plot surrounds the adventures of Stan Butler (Reg Varney),his conductor Jack (Bob Grant) and their bumblingly autocratic Inspector Blake (Stephen Lewis) after their sackings from their regular jobs at the bus depot.They all find work in similar positions at a holiday camp with Stan's family (Doris Hare,Anna Karen,Michael Robbins) following therewith.<br /><br />British cinema had a deserved and considerable reputation for high quality in the 1960's,but much of this was due to American financial support and guidance which sadly drew to a close as the 1970's dawned.Thereafter,notable homegrown titles (GET CARTER being the among these very few exceptions) became as rare as Mick Jagger in a stable marriage,and UK cinema went down the road of cheap budgets,sleazy and witless sex comedies (The CONFESSIONS series,COME PLAY WITH ME) and flabby,elongated celluloid versions of various TV shows,mostly sitcoms (this being one of many hideous examples).Only DAD'S ARMY and PORRIDGE came off fairly respectably in this regard;the quirky success of the first ON THE BUSES film (it was the biggest box-office hit of it's year in 1971,nonsensical to think now!) led to two further sequels.<br /><br />To be fair,the TV series itself had a cheerful,ripe,non-PC vulgarity about it which was reasonably tolerable in half-hour sitcom form,but stretched to three times that length it taxes the patience beyond belief.It's ironical that HAMMER FILMS produced this effort as it virtually resembles a horror film in the literal sense,with ancient puns,hackneyed,poorly-timed slapstick and awful,seedy production values.<br /><br />A chance to send up the cheesiness of the British holiday camp is totally wasted here in favour of the above elements,and it is most bizarre,if not gruesome,to see the obviously 50-something Varney and the beaky-nosed,long-toothed Grant managing to instantly charm young women barely in their early twenties,while constantly laughing at their own bravado and lame jokes.The presence of Wilfrid Brambell (from STEPTOE AND SON) romancing the aged Miss Hare does not help matters either,and even though the film lasts about 1 and a half hours,it drags on to an interminably depressing degree.<br /><br />Thankfully,this was the last film in this most dire of film trilogies,and the TV series itself came to an end around the same time,with a sequel (DON'T DRINK THE WATER,which was roundly savaged by the critics and ignored by audiences) following in 1975.Most of the leading actors involved were not seen much afterwards,but the worst affected was Bob Grant.Afflicted with depression and other mental problems for many years,he committed suicide in 2003.A sad coda to a sitcom that was the most popular of it's era (it has not aged too well either),and should have remained that way,rather than the three financially successful but artistically hopeless big screen hybrids which diluted the happy memories and occasional merits of it's TV counterpart.<br /><br />RATING:2 and a half out of 10.",0,0
"I still can't believe that computer graphics are able to create 3D images. The moment I heard it from my friends over at a forum, I swear to myself that I am going to make myself watch it.<br /><br />I managed to watch parts of it at a fellow shopping centre where they had many Advent Children DVDs and showed it at a few laptops for sale. Obviously I was overjoyed but it was still not enough. Then I headed off to YouTube.com to search for the movie. All I came up with was music video dedications. Until that fateful day...I found it. I watched it despite all the distractions because I knew that I have to watch or else I will be called a loser.<br /><br />Enough about me more on the movie. As if Final Fantasy VII wasn't enough, they made a movie about it! My most favourite part was the end of Sephiroth's life. Cloud's OmniSlash couldn't be better. But I wouldn't entirely spoil the show for you. You have to watch it for yourself!!! Get the DVD now!",1,1
"On my continuing quest to find the worst movie of all time, my friends and I stumbled upon this little gem. It is hilarious through and through, especially if you don't know (like we didn't) that it's a semi-sequel to another horror series.<br /><br />I won't bother going into the plot except to mention that everyone complains about the horrible snowstorm that was coming (it was equivalent to the characters just screaming ""FORESHADOWING!"" at the camera and waving their arms), and, in some odd twist of fate, the snow storm ever occurs. Budget problems, I guess.<br /><br />Add that to a magical front door that is opened or closed depending on what scare effect the director wants to create and the electricity being cut off until the gym teacher decides to take a shower with lots of soap. I'll admit it; I had trouble breathing at points.<br /><br />The only actual decent part of this movie, as it turns out, was from the original Slumber Party Massacre movie. It's so much funnier now that I know that.<br /><br />*SPOILER* The end, where it is revealed that the slasher did it because her drunk friends stumbled in on her and a female friend making out and then the friend driving into a train or something is probably the funniest psycho killer origin ever, heightened by the fabulous use of blurring and stock footage. I'm glad all of the slasher's friends forgot the incident completely until a flashback was necessary. <br /><br />Run, don't walk, to pick this up and see the hilarity. Of course, the continuity editor should be given an award for all of this, if only they weren't stuck in that horrible snow storm...",0,1
